id;﻿syn size;win size;ttl;os;major version;minor version;confidence
51;52;17520;128;iOS;10;2;0.0010747268313076523
51;52;17520;128;Windows;1;N/A;0.0009672541481768871
51;52;17520;128;Windows;5;2;0.0007523087819153567
51;52;17520;128;Mint;N/A;N/A;0.0007523087819153567
51;52;17520;128;CentOS;1;0;0.0007523087819153567
51;52;17520;128;Ubuntu;12;4;0.0007523087819153567
51;52;17520;128;Windows CE;N/A;N/A;0.0007523087819153567
51;52;17520;128;Windows;98;N/A;0.0006448360987845914
51;52;17520;128;Android;4;3;0.0006448360987845914
51;52;17520;128;Ubuntu;11;4;0.0006448360987845914
51;52;17520;128;Windows;1;1;0.0005373634156538261
51;52;17520;128;Mac OS X;N/A;N/A;0.0005373634156538261
51;52;17520;128;Tizen;2;2;0.0003224180493922957
51;52;17520;128;Firefox OS;18;1;0.00021494536626153049
51;52;17520;128;Fedora;4;2;0.00021494536626153049
51;52;17520;128;iOS;6;1;0.00021494536626153049
51;52;17520;128;Windows Xbox;N/A;N/A;0.00021494536626153049
51;52;17520;128;Chrome OS;39;0;0.00021494536626153049
51;52;17520;128;Chrome OS;12;0;0.00021494536626153049
51;52;17520;128;Chrome OS;36;0;0.00021494536626153049
51;52;17520;128;Windows Phone;10;0;0.00010747268313076524
51;52;17520;128;Windows;98;1;0.00010747268313076524
51;52;17520;128;Windows;10;2;0.00010747268313076524
51;52;17520;128;Windows;10;3;0.00010747268313076524
51;52;17520;128;Windows;5;7;0.00010747268313076524
51;52;17520;128;Windows;5;3;0.00010747268313076524
51;52;17520;128;Ubuntu;7;10;0.00010747268313076524
51;52;17520;128;Ubuntu;11;10;0.00010747268313076524
51;52;17520;128;Gentoo;N/A;N/A;0.00010747268313076524
51;52;17520;128;iOS;7;1;0.00010747268313076524
51;52;17520;128;iOS;8;0;0.00010747268313076524
51;52;17520;128;iOS;8;3;0.00010747268313076524
51;52;17520;128;iOS;9;0;0.00010747268313076524
51;52;17520;128;iOS;9;3;0.00010747268313076524
51;52;17520;128;Windows;6;N/A;5.373634156538262e-05
51;52;17520;128;AIX;N/A;N/A;5.373634156538262e-05
52;52;17616;128;Windows;10;0;96.95872556118755
52;52;17616;128;Windows;N/A;N/A;1.5930485155684286
52;52;17616;128;Windows;10;N/A;0.8689355539464156
52;52;17616;128;Windows;6;2;0.5792903692976104
53;52;17640;128;Windows;N/A;N/A;50.0
53;52;17640;128;Windows;10;N/A;25.0
53;52;17640;128;Windows;10;0;25.0
54;52;29200;64;Android;4;2;47.80938833570412
54;52;29200;64;Linux;N/A;N/A;30.156472261735416
54;52;29200;64;Ubuntu;N/A;N/A;10.981507823613086
54;52;29200;64;Android;4;1;6.514935988620199
54;52;29200;64;Linux;4;10;1.763869132290185
54;52;29200;64;Debian;N/A;N/A;1.0953058321479374
54;52;29200;64;Android;N/A;N/A;0.9388335704125178
54;52;29200;64;Windows;5;1;0.21337126600284498
54;52;29200;64;Linux;4;2;0.1991465149359886
54;52;29200;64;iOS;7;1;0.17069701280227598
54;52;29200;64;Android;3;0;0.08534850640113799
54;52;29200;64;Windows;N/A;N/A;0.05689900426742533
54;52;29200;64;Android;4;N/A;0.014224751066856332
55;52;32768;255;BlackBerry;7;1;100.0
56;52;49152;128;Windows;0;N/A;100.0
57;52;49640;64;Solaris;N/A;N/A;100.0
58;52;63443;64;Windows;6;3;47.91429845892628
58;52;63443;64;Windows;10;0;16.82446724319035
58;52;63443;64;iOS;10;2;11.217750406492366
58;52;63443;64;Mac OS X;10;12;8.411873893837143
58;52;63443;64;Android;5;1;4.477171676475244
58;52;63443;64;iOS;10;3;4.043340000287783
58;52;63443;64;Android;4;4;3.8929737974301046
58;52;63443;64;iOS;N/A;N/A;0.7129804164208527
58;52;63443;64;Android;5;0;0.6985913060995439
58;52;63443;64;Darwin;16;3;0.5467861922097357
58;52;63443;64;Windows;N/A;N/A;0.5086550498582673
58;52;63443;64;Darwin;16;4;0.19641135588586559
58;52;63443;64;iOS;7;1;0.1208685266989942
58;52;63443;64;Linux;N/A;N/A;0.11295451602227435
58;52;63443;64;Windows;5;1;0.07194555160654417
58;52;63443;64;Darwin;16;5;0.05755644128523533
58;52;63443;64;Android;N/A;N/A;0.04388678647999194
58;52;63443;64;Windows;6;1;0.03381440925507576
58;52;63443;64;Mac OS X;N/A;N/A;0.025180943062290462
58;52;63443;64;Darwin;14;0;0.02158366548196325
58;52;63443;64;Ubuntu;10;4;0.010072377224916183
58;52;63443;64;Android;6;7;0.010072377224916183
58;52;63443;64;Windows;98;N/A;0.008633466192785301
58;52;63443;64;Android;4;1;0.007194555160654416
58;52;63443;64;iOS;8;4;0.0043167330963926505
58;52;63443;64;Windows;6;2;0.0043167330963926505
58;52;63443;64;Android;6;11;0.0043167330963926505
58;52;63443;64;XrossMediaBar;N/A;N/A;0.003597277580327208
58;52;63443;64;Android;6;18;0.0028778220642617664
58;52;63443;64;iOS;10;N/A;0.0021583665481963252
58;52;63443;64;Android;7;1;0.0021583665481963252
58;52;63443;64;iOS;1;N/A;0.0014389110321308832
58;52;63443;64;Mac OS X;10;N/A;0.0014389110321308832
58;52;63443;64;Android;6;0;0.0014389110321308832
58;52;63443;64;iOS;10;0;0.0007194555160654416
58;52;63443;64;Windows;6;N/A;0.0007194555160654416
58;52;63443;64;Android;22;N/A;0.0007194555160654416
58;52;63443;64;Android;6;15;0.0007194555160654416
59;52;63443;128;Windows;6;1;44.72399763707846
59;52;63443;128;Windows;10;0;26.08659669856864
59;52;63443;128;Windows;6;3;24.612434256274252
59;52;63443;128;Windows;6;2;3.4901606767620366
59;52;63443;128;Windows;N/A;N/A;0.8432890269690775
59;52;63443;128;Windows;5;1;0.11767044854605177
59;52;63443;128;Linux;N/A;N/A;0.09988194904879091
59;52;63443;128;Windows;98;N/A;0.01293709054346244
59;52;63443;128;Windows;6;0;0.008751561249989298
59;52;63443;128;Windows;7;N/A;0.0021878903124973245
59;52;63443;128;Windows;6;N/A;0.001141507989129039
59;52;63443;128;Windows;10;N/A;0.00047562832880376624
59;52;63443;128;Windows;1;N/A;0.00028537699728225976
59;52;63443;128;Windows Phone;8;1;0.0001902513315215065
60;52;64240;64;Windows;10;0;96.82523498245892
60;52;64240;64;Windows;N/A;N/A;1.167265215798676
60;52;64240;64;Android;6;0;0.9252021283425288
60;52;64240;64;Windows;6;2;0.4070889364707126
60;52;64240;64;Windows;6;3;0.23073408180297347
60;52;64240;64;Windows;10;N/A;0.19259309610395495
60;52;64240;64;Windows;6;1;0.09025441170361811
60;52;64240;64;Windows;5;1;0.047581823743330046
60;52;64240;64;iOS;9;3;0.03851861922079099
60;52;64240;64;Ubuntu;N/A;N/A;0.018504042566850575
60;52;64240;64;Linux;N/A;N/A;0.014350073827353507
60;52;64240;64;Debian;N/A;N/A;0.012839539740263663
60;52;64240;64;iOS;7;1;0.01019610508785644
60;52;64240;64;Windows;6;0;0.008685571000766596
60;52;64240;64;Android;N/A;N/A;0.004153968739497068
60;52;64240;64;Windows;5;2;0.0030210681741796854
60;52;64240;64;Windows;5;0;0.0015105340870898427
60;52;64240;64;Windows;1;N/A;0.0015105340870898427
60;52;64240;64;Android;5;0;0.0007552670435449214
61;52;64240;128;Windows;10;0;96.05397938553769
61;52;64240;128;Windows;6;1;1.4613622242801296
61;52;64240;128;Windows;N/A;N/A;0.884708609434976
61;52;64240;128;Windows;6;2;0.5655188254014301
61;52;64240;128;Linux;N/A;N/A;0.27163025827189197
61;52;64240;128;Windows;5;1;0.18720646503005547
61;52;64240;128;Windows Phone;N/A;N/A;0.11450350278161239
61;52;64240;128;Windows;6;3;0.10463095667563874
61;52;64240;128;Ubuntu;N/A;N/A;0.0922451939239663
61;52;64240;128;Debian;N/A;N/A;0.08345457067892124
61;52;64240;128;Windows;10;N/A;0.034689151728523916
61;52;64240;128;Windows;6;0;0.02408405368546316
61;52;64240;128;Windows;5;0;0.023576902344402868
61;52;64240;128;Android;4;4;0.015169460112603375
61;52;64240;128;Linux;0;N/A;0.01203639182783091
61;52;64240;128;Windows;7;0;0.008260931844382076
61;52;64240;128;iOS;N/A;N/A;0.007697430354315086
61;52;64240;128;Mac OS X;10;6;0.005691365049676601
61;52;64240;128;Android;6;0;0.003978320519872951
61;52;64240;128;Windows;10;296;0.003617679566230077
61;52;64240;128;Windows;6;N/A;0.003471169178812659
61;52;64240;128;Mac OS X;10;12;0.003335928821196582
61;52;64240;128;iOS;9;3;0.0032683086423885427
61;52;64240;128;Mac OS X;10;11;0.0032232285231831837
61;52;64240;128;Mac OS X;10;10;0.0028175074503349507
61;52;64240;128;Darwin;16;0;0.0026709970629175336
61;52;64240;128;Windows Phone;8;1;0.0026146469139108346
61;52;64240;128;Android;4;2;0.0019835252450358053
61;52;64240;128;Android;5;0;0.0018482848874197277
61;52;64240;128;Mac OS X;10;8;0.0018482848874197277
61;52;64240;128;Linux;4;9;0.001667964410598291
61;52;64240;128;Mac OS X;10;9;0.0015665341423862326
61;52;64240;128;Android;N/A;N/A;0.001081922860928621
61;52;64240;128;Windows;1;N/A;0.001036842741723262
61;52;64240;128;Android;5;1;0.0008903323543058445
61;52;64240;128;Windows;8;N/A;0.0007776320562924465
61;52;64240;128;Fedora;N/A;N/A;0.0007663620264911065
61;52;64240;128;Android;7;0;0.0006987418476830678
61;52;64240;128;iOS;10;2;0.0006762017880803882
61;52;64240;128;Ubuntu;10;4;0.0005296914006629708
61;52;64240;128;iOS;10;3;0.0004958813112589513
61;52;64240;128;Mac OS X;N/A;N/A;0.0004282611324509125
61;52;64240;128;Mac OS X;10;7;0.0003381008940401941
61;52;64240;128;Windows;5;2;0.0003268308642388543
61;52;64240;128;Chrome OS;39;0;0.0003155608344375145
61;52;64240;128;Mac OS X;10;5;0.0003155608344375145
61;52;64240;128;iOS;3;2;0.0002930207748348349
61;52;64240;128;Syllable;N/A;N/A;0.00027048071523215527
61;52;64240;128;iOS;9;1;0.0002254005960267961
61;52;64240;128;Android;4;1;0.00021413056622545626
61;52;64240;128;Tizen;2;4;0.00021413056622545626
61;52;64240;128;iOS;7;1;0.00021413056622545626
61;52;64240;128;iOS;6;1;0.00014651038741741746
61;52;64240;128;Windows;98;N/A;0.00013524035761607763
61;52;64240;128;Windows Phone;10;0;0.00013524035761607763
61;52;64240;128;iOS;8;3;0.00013524035761607763
61;52;64240;128;GNU OS;N/A;N/A;0.00013524035761607763
61;52;64240;128;Ubuntu;8;10;0.00011270029801339805
61;52;64240;128;Android;4;0;0.00010143026821205823
61;52;64240;128;iOS;7;0;9.016023841071843e-05
61;52;64240;128;Windows;1;1;7.889020860937863e-05
61;52;64240;128;Android;2;2;5.635014900669902e-05
61;52;64240;128;iOS;9;0;5.635014900669902e-05
61;52;64240;128;AIX;N/A;N/A;4.5080119205359216e-05
61;52;64240;128;iOS;8;4;4.5080119205359216e-05
61;52;64240;128;QNX;N/A;N/A;3.381008940401941e-05
61;52;64240;128;SUSE;N/A;N/A;3.381008940401941e-05
61;52;64240;128;BlackBerry;N/A;N/A;3.381008940401941e-05
61;52;64240;128;iOS;5;0;3.381008940401941e-05
61;52;64240;128;Android;7;1;2.2540059602679608e-05
61;52;64240;128;Chrome OS;N/A;N/A;2.2540059602679608e-05
61;52;64240;128;iOS;4;3;2.2540059602679608e-05
61;52;64240;128;iOS;601;N/A;2.2540059602679608e-05
61;52;64240;128;Windows;0;0;1.1270029801339804e-05
61;52;64240;128;Brew;N/A;N/A;1.1270029801339804e-05
61;52;64240;128;Linux;3;2;1.1270029801339804e-05
62;52;64380;128;Windows;5;1;86.66666666666667
62;52;64380;128;Windows;5;0;13.333333333333334
63;52;64620;128;Windows;10;0;100.0
64;52;64800;128;Windows;10;0;100.0
65;52;65340;64;Windows;10;0;100.0
66;52;65340;128;Windows;10;0;100.0
67;52;65392;128;Windows Phone;N/A;N/A;100.0
68;52;65518;64;Windows;10;0;99.72457571544737
68;52;65518;64;Windows;10;N/A;0.18361618970175486
68;52;65518;64;Windows;6;1;0.0786926527293235
68;52;65518;64;Windows;N/A;N/A;0.013115442121553918
69;52;65518;128;Windows;10;0;98.93984013462348
69;52;65518;128;Windows;N/A;N/A;0.5216659655027345
69;52;65518;128;Linux;N/A;N/A;0.4880100967606226
69;52;65518;128;Debian;N/A;N/A;0.05048380311316786
70;52;65535;64;Windows;10;0;68.13779701390898
70;52;65535;64;Windows;6;3;11.197218481265303
70;52;65535;64;Windows;6;2;8.012506868673727
70;52;65535;64;Windows;5;1;5.090223576194872
70;52;65535;64;Windows;N/A;N/A;3.4031250562296966
70;52;65535;64;Windows;6;1;2.370713220933918
70;52;65535;64;Android;7;0;1.0426542908276042
70;52;65535;64;Android;2;2;0.6962101530416632
70;52;65535;64;Android;N/A;N/A;0.014256390807811397
70;52;65535;64;Windows;10;N/A;0.008858339919416789
70;52;65535;64;Windows;5;0;0.008858339919416789
70;52;65535;64;Windows;6;0;0.004013935275985732
70;52;65535;64;Android;1;0;0.0031834659085404086
70;52;65535;64;Windows;6;N/A;0.002906642786058634
70;52;65535;64;Windows;1;N/A;0.002906642786058634
70;52;65535;64;Windows;1;3;0.0017993502961315352
70;52;65535;64;Windows;98;N/A;0.001245704051167986
70;52;65535;64;Windows Phone;8;0;0.000415234683722662
70;52;65535;64;Windows;5;N/A;0.000415234683722662
70;52;65535;64;iOS;6;0;0.00027682312248177466
70;52;65535;64;Windows;5;2;0.00027682312248177466
70;52;65535;64;Linux;N/A;N/A;0.00013841156124088733
71;52;65535;128;Windows;10;0;74.8710580537366
71;52;65535;128;Windows;6;3;7.348648521065702
71;52;65535;128;Windows;6;2;4.750324767227916
71;52;65535;128;Android;4;0;3.3717981088043985
71;52;65535;128;Android;6;0;2.936954855625133
71;52;65535;128;Windows;6;1;2.3981764486715247
71;52;65535;128;Windows;5;1;2.0132004462745363
71;52;65535;128;Windows;N/A;N/A;1.029765787126991
71;52;65535;128;Windows Phone;8;1;0.6827402672351641
71;52;65535;128;Windows Phone;8;0;0.27225391055757836
71;52;65535;128;Android;4;2;0.18219812486328513
71;52;65535;128;Windows Phone;8;10;0.038983429769863825
71;52;65535;128;Windows Phone;7;5;0.020886193692279984
71;52;65535;128;Windows Phone;N/A;N/A;0.012002847215840424
71;52;65535;128;Windows;10;N/A;0.011844461968586077
71;52;65535;128;Windows;6;0;0.010749537868001667
71;52;65535;128;Windows Phone;7;0;0.008459838097911624
71;52;65535;128;Windows;5;0;0.008194714966638041
71;52;65535;128;Windows Phone;8;N/A;0.0058430383606658635
71;52;65535;128;Windows;98;N/A;0.004906499507335802
71;52;65535;128;Windows;1;N/A;0.00481009109596359
71;52;65535;128;Windows Phone;10;0;0.004217867997534286
71;52;65535;128;iOS;7;0;0.002110655577541647
71;52;65535;128;Windows;1;3;0.0021037692624436316
71;52;65535;128;Windows;6;N/A;0.0016974766716607373
71;52;65535;128;Windows;1;1;0.001156900936466547
71;52;65535;128;Windows;9;0;0.0010536062099963197
71;52;65535;128;Android;N/A;N/A;0.0007024041399975464
71;52;65535;128;iOS;4;3;0.0005922230984293038
71;52;65535;128;Firefox OS;N/A;N/A;0.0004441673238219779
71;52;65535;128;Windows;5;3;0.0004372810087239627
71;52;65535;128;Mac OS X;10;11;0.00030988417941068224
71;52;65535;128;Windows Phone;10;N/A;0.00019281682274442451
71;52;65535;128;Android;6;N/A;0.00018937366519541693
71;52;65535;128;Windows;5;2;0.0001239536717642729
71;52;65535;128;Android;4;N/A;0.00012051051421526531
71;52;65535;128;Windows Phone;1;N/A;7.919262362717435e-05
71;52;65535;128;Windows;11;0;7.574946607816677e-05
71;52;65535;128;Ubuntu;N/A;N/A;6.541999343114402e-05
71;52;65535;128;iOS;8;0;5.509052078412129e-05
71;52;65535;128;Windows;8;0;5.509052078412129e-05
71;52;65535;128;Windows;13375;N/A;5.164736323511371e-05
71;52;65535;128;iOS;N/A;N/A;4.820420568610613e-05
71;52;65535;128;Android;4;3;4.820420568610613e-05
71;52;65535;128;Mac OS X;10;10;3.44315754900758e-05
71;52;65535;128;Windows;2014;5;3.0988417941068224e-05
71;52;65535;128;Mac OS X;10;6;3.0988417941068224e-05
71;52;65535;128;iOS;6;0;2.065894529404548e-05
71;52;65535;128;Android;4;4;1.72157877450379e-05
71;52;65535;128;Mac OS X;10;12;1.72157877450379e-05
71;52;65535;128;iOS;3;1;1.3772630196030322e-05
71;52;65535;128;Windows;2014;0;1.3772630196030322e-05
71;52;65535;128;Windows;8;10;1.3772630196030322e-05
71;52;65535;128;Windows;8;N/A;1.3772630196030322e-05
71;52;65535;128;Windows;4;0;1.3772630196030322e-05
71;52;65535;128;Mac OS X;10;7;1.3772630196030322e-05
71;52;65535;128;Windows;5;N/A;1.032947264702274e-05
71;52;65535;128;Windows;7;N/A;1.032947264702274e-05
71;52;65535;128;QNX;N/A;N/A;6.886315098015161e-06
71;52;65535;128;Linux;N/A;N/A;6.886315098015161e-06
72;52;65535;255;Windows;5;1;71.03825136612022
72;52;65535;255;Windows;N/A;N/A;28.96174863387978
73;56;8192;64;Windows;10;0;94.31777607753125
73;56;8192;64;Windows;N/A;N/A;3.5858199438918645
73;56;8192;64;Windows;6;1;0.9844427441979087
73;56;8192;64;Fedora;N/A;N/A;0.612088752869166
73;56;8192;64;Windows;6;2;0.4998724815098189
74;56;8192;128;Windows;6;1;89.13829311116467
74;56;8192;128;Windows;10;0;9.012978965125486
74;56;8192;128;Windows;N/A;N/A;1.1808448376768685
74;56;8192;128;Windows;5;1;0.5439460185217062
74;56;8192;128;Windows;10;N/A;0.08606740799394086
74;56;8192;128;Windows;6;3;0.030984266877818707
74;56;8192;128;Windows;6;2;0.006885392639515269
75;56;17520;128;Windows;10;0;99.1701244813278
75;56;17520;128;Windows;10;N/A;0.8298755186721992
76;56;64240;128;Windows;10;0;100.0
77;56;65535;64;Windows;10;0;100.0
78;56;65535;128;Windows;6;2;83.50877192982456
78;56;65535;128;Windows;6;3;14.736842105263156
78;56;65535;128;Windows;10;0;1.4035087719298245
78;56;65535;128;Windows;6;1;0.3508771929824561
79;60;3930;64;Android;7;0;100.0
80;60;4380;64;Android;2;3;91.58689248895435
80;60;4380;64;Android;5;1;5.909425625920471
80;60;4380;64;Android;6;0;0.902061855670103
80;60;4380;64;Android;4;4;0.40500736377025043
80;60;4380;64;Android;1;0;0.3865979381443299
80;60;4380;64;Android;4;3;0.349779086892489
80;60;4380;64;Android;4;2;0.1840942562592047
80;60;4380;64;Linux;N/A;N/A;0.11045655375552282
80;60;4380;64;Android;7;0;0.07363770250368189
80;60;4380;64;Android;5;0;0.05522827687776141
80;60;4380;64;Android;N/A;N/A;0.036818851251840944
81;60;5360;64;Linux;N/A;N/A;60.38764385221078
81;60;5360;64;SUSE;12;3;39.61235614778922
82;60;5840;64;Linux;N/A;N/A;33.371129954644054
82;60;5840;64;Android;2;3;29.923420758561758
82;60;5840;64;Windows;6;1;16.53400500767884
82;60;5840;64;Debian;N/A;N/A;5.039649103936227
82;60;5840;64;Ubuntu;N/A;N/A;4.239794912246105
82;60;5840;64;Windows;10;0;3.1605743891289144
82;60;5840;64;SUSE;3;6;1.9793179278487898
82;60;5840;64;Android;4;0;1.5374111854096078
82;60;5840;64;Android;N/A;N/A;1.0341036075605194
82;60;5840;64;Android;1;0;0.5644096257387521
82;60;5840;64;Mandriva;N/A;N/A;0.5463329807640595
82;60;5840;64;Android;2;2;0.5336345111537381
82;60;5840;64;Windows;6;3;0.2605427176517691
82;60;5840;64;SUSE;11;1;0.24321304147768355
82;60;5840;64;Android;2;1;0.23634092851209793
82;60;5840;64;iOS;N/A;N/A;0.1470034599594844
82;60;5840;64;Mac OS X;10;6;0.14476255355766302
82;60;5840;64;Android;3;2;0.1365458967509845
82;60;5840;64;Red Hat;N/A;N/A;0.0860508058299421
82;60;5840;64;Linux;2;6;0.05422993492407809
82;60;5840;64;Android;3;1;0.04541570307691388
82;60;5840;64;Android;4;4;0.04227843411436391
82;60;5840;64;iOS;7;1;0.040933890273271066
82;60;5840;64;SUSE;2;0;0.0197199763360284
82;60;5840;64;Windows;N/A;N/A;0.017030888653842707
82;60;5840;64;Android;1;6;0.014043013451414161
82;60;5840;64;Windows;5;1;0.010457563208499906
82;60;5840;64;Android;1;5;0.006573325445342799
82;60;5840;64;Ubuntu;10;4;0.004631206563764245
82;60;5840;64;Ubuntu;8;10;0.00433241904352139
82;60;5840;64;Mac OS X;10;12;0.004183025283399963
82;60;5840;64;Android;2;N/A;0.003585450242914254
82;60;5840;64;Android;4;3;0.003585450242914254
82;60;5840;64;Android;15;N/A;0.002240906401821409
82;60;5840;64;Debian;6;0;0.0020915126416999816
82;60;5840;64;Android;5;0;0.001792725121457127
82;60;5840;64;Mac OS X;10;9;0.0014939376012142725
82;60;5840;64;SUSE;N/A;N/A;0.0008963625607285635
82;60;5840;64;Windows CE;N/A;N/A;0.000597575040485709
82;60;5840;64;Windows;5;0;0.00044818128036428173
82;60;5840;64;Android;4;N/A;0.0002987875202428545
82;60;5840;64;Android;5;1;0.0002987875202428545
82;60;5840;64;SUSE;1;1;0.0002987875202428545
82;60;5840;64;Mac OS X;1;N/A;0.00014939376012142725
82;60;5840;64;Windows;6;N/A;0.00014939376012142725
83;60;7300;64;Android;6;0;100.0
84;60;8192;64;Windows;10;0;62.362844784397296
84;60;8192;64;Windows;6;3;20.40375672986685
84;60;8192;64;Windows;6;1;16.057127131859524
84;60;8192;64;XrossMediaBar;4;N/A;0.5736704323344082
84;60;8192;64;Windows;N/A;N/A;0.363395169313924
84;60;8192;64;Windows;5;1;0.18910661238083815
84;60;8192;64;Windows;6;2;0.02187427232763426
84;60;8192;64;Mac OS X;10;9;0.011995568695799434
84;60;8192;64;OpenBSD;N/A;N/A;0.008467460255858424
84;60;8192;64;Ubuntu;N/A;N/A;0.004233730127929212
84;60;8192;64;Windows;10;N/A;0.002822486751952808
84;60;8192;64;Windows;1;N/A;0.000705621687988202
85;60;8192;128;Windows;6;1;66.87747858502539
85;60;8192;128;Windows;10;0;22.748949079949238
85;60;8192;128;Windows;6;3;9.208538229695431
85;60;8192;128;Windows;6;2;0.4899666878172589
85;60;8192;128;Windows;N/A;N/A;0.4783669098984772
85;60;8192;128;Windows;5;1;0.1049928616751269
85;60;8192;128;Linux;N/A;N/A;0.06989609771573604
85;60;8192;128;Syllable;N/A;N/A;0.004164022842639593
85;60;8192;128;Windows;5;0;0.0038665926395939085
85;60;8192;128;Android;N/A;N/A;0.0030734454314720813
85;60;8192;128;Windows;7;0;0.002776015228426396
85;60;8192;128;Mac OS X;10;11;0.0019828680203045684
85;60;8192;128;Windows;7;N/A;0.001388007614213198
85;60;8192;128;Debian;N/A;N/A;0.001189720812182741
85;60;8192;128;Linux;4;9;0.001189720812182741
85;60;8192;128;Mac OS X;10;12;0.0007931472081218274
85;60;8192;128;Windows;6;0;0.0003965736040609137
85;60;8192;128;Windows;6;N/A;0.00029743020304568525
85;60;8192;128;Windows;1;N/A;0.00019828680203045685
85;60;8192;128;Mac OS X;10;10;0.00019828680203045685
85;60;8192;128;Windows;10;N/A;9.914340101522843e-05
85;60;8192;128;Android;6;0;9.914340101522843e-05
85;60;8192;128;Mac OS X;10;7;9.914340101522843e-05
86;60;12240;64;Android;6;0;82.67716535433071
86;60;12240;64;Android;7;0;16.39226914817466
86;60;12240;64;Android;5;1;0.7158196134574087
86;60;12240;64;Android;5;0;0.21474588403722264
87;60;12240;128;Android;6;0;100.0
88;60;12330;64;Android;5;0;100.0
89;60;12400;64;Android;4;3;73.35379464285714
89;60;12400;64;Linux;N/A;N/A;22.544642857142858
89;60;12400;64;iOS;7;1;1.6043526785714284
89;60;12400;64;Android;N/A;N/A;1.3253348214285714
89;60;12400;64;Android;3;1;1.1160714285714286
89;60;12400;64;Windows;5;1;0.055803571428571425
90;60;12510;64;Android;6;0;100.0
91;60;12600;64;Linux;N/A;N/A;99.06542056074767
91;60;12600;64;Android;7;0;0.9345794392523363
92;60;13000;64;Android;4;3;100.0
93;60;13100;64;Ubuntu;N/A;N/A;56.6055625790139
93;60;13100;64;Linux;N/A;N/A;42.9519595448799
93;60;13100;64;Sailfish;N/A;N/A;0.31605562579013907
93;60;13100;64;Android;7;0;0.12642225031605564
94;60;13140;64;Android;4;4;36.064714253613964
94;60;13140;64;Android;4;3;25.286495393603474
94;60;13140;64;Android;5;1;13.676878136469178
94;60;13140;64;Android;6;0;12.193843157815893
94;60;13140;64;Android;5;0;3.0709310164032657
94;60;13140;64;Android;N/A;N/A;3.0147554490300355
94;60;13140;64;Linux;N/A;N/A;2.0972211819339375
94;60;13140;64;Android;7;0;2.0710059171597637
94;60;13140;64;Android;4;2;1.0523556287918507
94;60;13140;64;iOS;7;1;0.483109879409782
94;60;13140;64;Android;4;1;0.4419144633360797
94;60;13140;64;Ubuntu;10;4;0.32581829076473673
94;60;13140;64;Mac OS X;10;6;0.14231143734551718
94;60;13140;64;Android;6;8;0.029960302599056254
94;60;13140;64;Android;3;1;0.022470226949292186
94;60;13140;64;Android;1;0;0.014980151299528127
94;60;13140;64;Android;7;1;0.007490075649764063
94;60;13140;64;Android;4;N/A;0.0037450378248820317
95;60;13140;128;Android;6;0;100.0
96;60;13600;64;Android;4;4;68.42726504340712
96;60;13600;64;Android;5;1;25.674147197326818
96;60;13600;64;Android;N/A;N/A;1.444029087575682
96;60;13600;64;Android;4;3;1.1525126352545163
96;60;13600;64;iOS;3;0;0.7939695768206224
96;60;13600;64;Linux;N/A;N/A;0.74493172896609
96;60;13600;64;Android;19;N/A;0.624678112116784
96;60;13600;64;iOS;7;1;0.6234460053867706
96;60;13600;64;Android;22;N/A;0.1320818414574344
96;60;13600;64;Android;6;13;0.08969736994497411
96;60;13600;64;Android;6;11;0.0660409207287172
96;60;13600;64;Android;2;3;0.04386299958847636
96;60;13600;64;Android;6;16;0.03425256709437199
96;60;13600;64;Ubuntu;10;4;0.03375972440236663
96;60;13600;64;Android;6;12;0.027106348060294376
96;60;13600;64;Android;6;14;0.016263808836176626
96;60;13600;64;Windows;5;1;0.014538859414157891
96;60;13600;64;Android;2;6;0.01207464595413113
96;60;13600;64;Android;6;0;0.010103275186109721
96;60;13600;64;Android;3;1;0.008378325764090989
96;60;13600;64;Windows;6;1;0.007885483072085636
96;60;13600;64;Android;6;15;0.006899797688074932
96;60;13600;64;Android;3;0;0.003942741536042818
96;60;13600;64;Android;6;17;0.0029570561520321135
96;60;13600;64;Android;4;1;0.0014785280760160567
96;60;13600;64;Mac OS X;10;8;0.0012321067300133806
96;60;13600;64;Android;4;N/A;0.0007392640380080284
96;60;13600;64;Android;6;47;0.0004928426920053523
96;60;13600;64;Android;5;9;0.0004928426920053523
96;60;13600;64;Android;391;N/A;0.0004928426920053523
96;60;13600;64;iOS;7;0;0.00024642134600267614
97;60;13600;128;Android;4;4;90.75342465753424
97;60;13600;128;Linux;N/A;N/A;4.965753424657534
97;60;13600;128;iOS;7;1;3.9383561643835616
97;60;13600;128;Android;N/A;N/A;0.3424657534246575
98;60;13700;64;Android;5;0;100.0
99;60;14480;64;Android;4;4;100.0
100;60;14600;64;Windows;6;1;37.76343056792444
100;60;14600;64;Android;4;4;28.499910045755644
100;60;14600;64;Android;4;3;6.5864622480376624
100;60;14600;64;Android;4;1;4.131612167203605
100;60;14600;64;Windows;N/A;N/A;3.8899359291225433
100;60;14600;64;Android;4;2;3.8853196918948605
100;60;14600;64;Ubuntu;N/A;N/A;3.176180814768366
100;60;14600;64;Linux;N/A;N/A;3.026864254928083
100;60;14600;64;Android;N/A;N/A;1.7937999193031826
100;60;14600;64;Android;5;0;1.6052727909246274
100;60;14600;64;Android;4;0;0.6871306542355973
100;60;14600;64;Windows;10;0;0.6219693466876502
100;60;14600;64;Chrome OS;57;0;0.6152520977055305
